OBJECTID,XID,CALENDAR_YEAR,CRASH_NUMBER,CASE_NUMBER,INVSTGT_AGCY_CD,AGENCY_TYPE_TXT,DOT_GEOG_DIST_CD,DOT_CNTY_CD,COUNTY_TXT,CRASH_DATE,CRASH_TIME,DAYOWEEK,WEEKDAY_TXT,DHSMV_CTY_CD,DHSCNTYCTY,IN_TOWN_FLAG,ON_ROADWAY_NAME,INT_ROADWAY_NAME,REFDISTANCE_MI,REFDIRECT,OFFICER_LATITUDE,OFFICER_LONGITUDE,SAFETYLAT,SAFETYLON,ROADWAYID,LOCMP,NEAREST_NODE_FROM_CRASH,STATE_ROAD_NUMBER,US_ROAD_NUMBER,ACCSIDRD,ACCLANE,TRAVDIR,CRRATECD,DHSRDSYS,JCT_CD,FRST_HARM_LOC_CD,INTCT_TYP_CD,TYPESHLD,SKID_NUMBER,SKID_TEST_DATE,FUNCLASS,RCI_SURFACE_WIDTH_FT,RCI_SHOULDER_TYPE_1,RCI_SHOULDER_TYPE_1_TXT,RCI_SHOULDER_WIDTH_1_FT,RCI_SHOULDER_TYPE_2,RCI_SHOULDER_TYPE_2_TXT,RCI_SHOULDER_WIDTH_2_FT,RCI_SHOULDER_TYPE_3,RCI_SHOULDER_TYPE_3_TXT,RCI_SHOULDER_WIDTH_3_FT,RCI_MEDIAN_WIDTH_FT,AVERAGE_DAILY_TRAFFIC,AADT_SOURCE,RCI_AVG_PERC_TRUCK_TRAFF,RCI_HORIZ_CURVE_CD,SPEED_LIMIT,INJSEVER,CARSTACD,ALCINVCD,SITELOCA,LGHT_COND_CD,EVNT_WTHR_COND_CD,RD_SRFC_COND_CD,RDWY_GRDE_CD,RDWY_ALIGN_CD,TRAF_WAY_CD,V1_TRAF_WAY_CD,V1_TRAF_WAY_CD_TXT,V2_TRAF_WAY_CD,V2_TRAF_WAY_CD_TXT,V1TRAFCTL,V1TRAFCTL_TXT,V2TRAFCTL,V2TRAFCTL_TXT,TRAFFIC_CONTROL_MC,CNTOFLANES,ROADCOND1,ROADCOND1_TXT,ROADCOND2,ROADCOND2_TXT,ROADCOND3,ROADCOND3_TXT,ROAD_CONDITION_MC,ENVIRNMT1,ENVIRNMT1_TXT,ENVIRNMT2,ENVIRNMT2_TXT,ENVIRNMT3,ENVIRNMT3_TXT,ENVIRONMENT_CONDITION_MC,MOST_HARM_EVNT_CD,IMPCT_TYP_CD,VHCL_MOVE_CD,D1_FRST_DR_ACTN_CD,D1_FRST_DR_ACTN_CD_TXT,D2_FRST_DR_ACTN_CD,D2_FRST_DR_ACTN_CD_TXT,DRIVER_ACTION_MC,LOC_WTHN_ZONE_CD,WRK_ZONE_TYP_CD,WRK_PRSNT_CD,LAW_ENFRC_PRSNT_CD,SCHL_BUS_REL_CD,NUMBER_OF_INJURED,NUMBER_OF_KILLED,NUMBER_OF_SERIOUS_INJURIES,NUMBER_OF_PEDESTRIANS,TOTAL_DRIVERS,NUMBER_OF_BICYCLISTS,NUMBER_OF_VEHICLES,TOTAL_PERSONS,WRONGWAY_IND,WORKZONE_IND,COMMERCIAL_VEHICLE_IND,INTERSECTION_IND,LANE_DEPARTURE_IND,CRASH_CLASS_IND_MC,SPEEDING_IND,AGGRESSIVE_DRIVING_IND,IMPAIRED_DRIVER_IND,IMPAIRED_PEDESTRIAN_IND,IMPAIRED_BICYCLIST_IND,DISTRACTED_DRIVER_IND,DRIVER_PEDEST_CONDIT_IND_MC,SPEEDING_AGGRESSIVE_IND,PEDESTRIAN_RELATED_IND,BICYCLIST_RELATED_IND,PEDESTRIAN_BICYCLIST_IND,MOTORCYCLE_INVOLVED_IND,NO_BELT_IND,NO_BELT_AGE_1_4_IND,NO_BELT_AGE_5_12_IND,NO_BELT_AGE_13_17_IND,AGE_TEEN_IND,AGE_65_PLUS_IND,AGE_65_69_IND,AGE_70_74_IND,AGE_75_79_IND,AGE_80_PLUS_IND,LINK_ID,CRSH_REF_NODE_ID,CRSH_XTMREF_NOD_ID,DSTNC_TOXTRNOD_NUM,CRSH_XTRREFNODB_ID,DST_TOXTRMNODB_NUM,LATITUDE,LONGITUDE,X_COORDINATE,Y_COORDINATE,ARBM_ROADSIDE,GEO_URBAN_RURAL_IND,MAP_SOURCE,EXTRACT_DATE,ARBM_ROAD_STATUS
3329939,2022894493880,2022,894493880,22-92187,3,CITY POLICE DEPARTMENT,07,10,HILLSBOROUGH,1644019200000,2345,06,SATURDAY,1000,0300,N,I 75,HARNEY RD,0.663,S,0.0,0.0,28.0278356,-82.3404718,10075000,29.081,03840,SR 93A,I 75,L,3,S,01,01,01,01,01,01,25,1584489600000,11,36.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,88.0,148000.0,RCI,11.5,,70.0,1,31,0,01,05,03,02,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",77,OTHER (SEE NARRATIVE),77,OTHER (SEE NARRATIVE),"77, 77",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,04,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,4,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.0275596,-82.340691949,368206.572792,3100979.936541,L,,ARBM15Q1R2,1686452483000,
3330004,2022249103220,2022,249103220,FHP22ON0102042,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1646006400000,2315,01,MONDAY,1000,0300,N,I 4,I 75,0.5,S,28.00319,-82.31953,28.0031943,-82.3219288,10075345,0.058,03838,SR 93A,I 75,L,X,W,08,01,14,03,01,01,0,978307200000,,24.0,01,PAVED,4.0,03,LAWN,12.0,,,0.0,,16000.0,RCI,8.3,,,1,31,0,08,04,01,01,01,2,05,05,ONE-WAY TRAFFICWAY,,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",27,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.00321481,-82.321934808,370021.397422,3098262.591616,O,,ARBM15Q1R2,1686452483000,
3330014,2022249120640,2022,249120640,FHP22ON0086927,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1645401600000,0241,01,MONDAY,1000,0300,N,FOWLER AVE,US 301,0.038,W,28.0541274,-82.3319049,28.054058,-82.3319737,10290000,7.791,06241,SR 582,,M,M,E,13,03,01,01,01,02,39,1613347200000,14,12.0,01,PAVED,5.0,03,LAWN,8.0,,,0.0,48.0,19900.0,RCI,10.7,,45.0,3,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",34,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,1,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.054063757,-82.331925485,369100.522159,3103906.954059,R,,ARBM15Q1R2,1686452483000,
3330096,2022885472560,2022,885472560,FHP22ON0215379,1,FLORIDA HIGHWAY PATROL,08,10,HILLSBOROUGH,1651190400000,1827,05,FRIDAY,1000,0300,N,SR 589,RAWLS RD,0.25,S,28.0877046,-82.5476024,28.0887608,-82.5466093,10470000,9.966,05096,SR 589,,M,M,N,03,03,01,04,01,01,43,1589155200000,12,36.0,02,PAVED WARN,10.0,05,VALLEY GUTR,3.5,,,0.0,30.0,51600.0,RCI,6.7,3D00,60.0,4,31,0,01,01,03,02,01,3,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",6,10,"RD SURFC (WET, ICY, SNOW, ETC)",00,NOT CODED,00,NOT CODED,"10, 00, 00",02,WEATHER CONDITIONS,00,NOT CODED,00,NOT CODED,"02, 00, 00",09,77,15,29,OVER-CORRECTING/OVERSTEERING,00,NOT CODED,"29, 00",00,00,00,00,01,3,0,3,0,1,0,1,3,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.092626404,-82.54482834,348228.350557,3108426.778139,R,,ARBM15Q1R2,1686452483000,
3330098,2022885472650,2022,885472650,FHP22ON0310489,1,FLORIDA HIGHWAY PATROL,08,10,HILLSBOROUGH,1655596800000,1831,07,SUNDAY,1000,0300,N,SR 589,CR 576,0.114,S,27.977448,-82.5460387,27.9800728,-82.5462559,10470000,0.945,06440,SR 589,,R,S,N,03,03,01,03,01,01,36,1589155200000,12,24.0,02,PAVED WARN,12.0,,,0.0,,,0.0,34.0,74000.0,RCI,6.7,0D36,60.0,4,31,0,01,01,03,02,01,1,05,05,ONE-WAY TRAFFICWAY,,,01,NO CONTROLS,00,NOT CODED,"01, 00",7,10,"RD SURFC (WET, ICY, SNOW, ETC)",00,NOT CODED,00,NOT CODED,"10, 00, 00",02,WEATHER CONDITIONS,00,NOT CODED,00,NOT CODED,"02, 00, 00",09,77,06,12,DROVE TOO FAST FOR CONDITIONS,00,NOT CODED,"12, 00",00,00,00,00,01,4,0,3,0,1,0,1,4,N,N,N,N,Y,"00, 00, 00, 04",Y,Y,N,N,N,N,"01, 00, 00, 00",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.990188118,-82.545752187,347993.58924,3097077.927887,R,,ARBM15Q1R2,1686452483000,
3330099,2022885472670,2022,885472670,FHP22ON0314162,1,FLORIDA HIGHWAY PATROL,08,10,HILLSBOROUGH,1655769600000,1719,02,TUESDAY,1000,0300,N,SR 589,LUTZ LAKE FERN,2.0,S,28.1372885,-82.5475087,28.1292953,-82.5482976,10470000,12.878,05746,SR 589,,M,M,N,03,03,01,04,01,01,39,1589155200000,12,24.0,02,PAVED WARN,12.0,05,VALLEY GUTR,3.5,,,0.0,50.0,45700.0,RCI,6.7,1D00,60.0,1,31,0,01,01,01,01,04,2,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",09,77,15,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.131547316,-82.548432109,347929.178953,3112743.701235,R,,ARBM15Q1R2,1686452483000,
3330100,2022885472680,2022,885472680,FHP22ON0314447,1,FLORIDA HIGHWAY PATROL,08,10,HILLSBOROUGH,1655769600000,1951,02,TUESDAY,1000,0300,N,SR 589,ANDERSON RD,0.114,N,28.0347705,-82.5439934,28.032678,-82.5444895,10470016,0.114,05542,SR 589,,R,X,N,08,03,14,01,01,01,0,978307200000,,24.0,01,PAVED,4.0,05,VALLEY GUTR,3.0,,,0.0,,4100.0,RCI,6.7,,,4,31,0,08,01,01,01,01,2,05,05,ONE-WAY TRAFFICWAY,05,ONE-WAY TRAFFICWAY,77,OTHER (SEE NARRATIVE),01,NO CONTROLS,"77, 01",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",09,03,15,25,FAILED TO KEEP IN PROPER LANE,01,NO CONTRIBUTING ACTION,"25, 01",00,00,00,00,01,2,0,1,0,2,0,2,2,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.032676133,-82.544493923,348176.954422,3101783.946866,O,,ARBM15Q1R2,1686452483000,
3330101,2022885472690,2022,885472690,FHP22ON0320213,1,FLORIDA HIGHWAY PATROL,08,10,HILLSBOROUGH,1656028800000,1956,05,FRIDAY,1000,0300,N,SR 589,VAN DYKE RD,0.5,S,28.1173337,-82.5461231,28.1215425,-82.5460311,10470000,12.326,03388,SR 589,,R,S,N,03,03,01,03,01,01,43,1589155200000,12,24.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,50.0,55800.0,RCI,6.7,1D02,60.0,3,31,0,01,01,03,02,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",5,10,"RD SURFC (WET, ICY, SNOW, ETC)",00,NOT CODED,00,NOT CODED,"10, 00, 00",02,WEATHER CONDITIONS,00,NOT CODED,00,NOT CODED,"02, 00, 00",09,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,1,0,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.124080801,-82.546745203,348084.340328,3111914.302446,R,,ARBM15Q1R2,1686452483000,
3330107,2022880974330,2022,880974330,FHP22ON0222628,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1651536000000,1605,02,TUESDAY,1000,0300,N,I 75,GIBSONTON DR,1.0,N,27.8576711,-82.3470361,27.8671793,-82.3471557,10075000,17.514,04900,SR 93A,I 75,L,3,S,01,01,01,01,01,01,39,1584489600000,11,48.0,02,PAVED WARN,8.0,05,VALLEY GUTR,4.0,,,0.0,88.0,162500.0,RCI,11.8,,70.0,1,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",8,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,2,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.866702606,-82.347550622,367335.804159,3083165.771028,L,,ARBM15Q1R2,1686452483000,
3330109,2022881211170,2022,881211170,FHP22ON0103893,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1646179200000,0535,03,WEDNESDAY,1000,0300,N,I 4,BRANCH FORBES RD,0.019,W,28.0272044,-82.1928909,28.0268408,-82.1872856,10190000,24.698,05463,SR 400,I 4,L,S,W,01,01,01,03,01,01,38,1589241600000,11,36.0,02,PAVED WARN,8.0,05,VALLEY GUTR,3.0,,,0.0,90.0,13500.0,RCI,10.4,,70.0,2,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",27,77,01,29,OVER-CORRECTING/OVERSTEERING,00,NOT CODED,"29, 00",00,00,00,00,01,2,0,0,0,1,0,1,2,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.027184521,-82.187316367,383284.670031,3100782.046443,L,,ARBM15Q1R2,1686452483000,
3330112,2022883190160,2022,883190160,FHP22ON0006966,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1641340800000,1518,03,WEDNESDAY,1000,0300,N,I 75,SUN CITY CENTER BLVD,2.1,N,27.7520099,-82.3762799,27.7437887,-82.3814704,10075000,8.584,03427,SR 93A,I 75,L,S,S,01,01,01,02,01,01,38,1613347200000,11,36.0,02,PAVED WARN,10.0,03,LAWN,12.0,,,0.0,88.0,105000.0,RCI,14.9,0D45,70.0,5,31,0,01,01,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",32,77,01,26,RAN OFF ROADWAY,00,NOT CODED,"26, 00",00,00,00,00,01,0,1,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.743332766,-82.382232443,363767.222352,3069535.615624,L,,ARBM15Q1R2,1686452483000,
3330113,2022883190170,2022,883190170,FHP22ON0105345,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1646179200000,1906,03,WEDNESDAY,1000,0300,N,I 4,I 75,0.05,E,28.0022228,-82.3238725,28.0020931,-82.3258118,10190000,15.977,03833,SR 400,I 4,M,M,E,01,01,01,02,01,01,39,1590537600000,11,36.0,02,PAVED WARN,22.0,03,LAWN,12.0,,,0.0,62.0,152000.0,RCI,15.0,,65.0,5,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",30,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,0,1,0,0,1,0,1,1,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.002079136,-82.325840418,369635.974362,3098140.935384,R,,ARBM15Q1R2,1686452483000,
3330117,2022884837920,2022,884837920,FHP22ON0063744,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1644278400000,1323,02,TUESDAY,1000,0300,N,SR 618,SR 45,0.0,,27.95323,-82.43478,27.9545122,-82.4372234,10002023,0.0,02852,SR 618,,R,X,E,08,06,14,02,77,01,0,978307200000,,15.0,02,PAVED WARN,4.0,05,VALLEY GUTR,4.0,,,0.0,,3400.0,RCI,9.5,,,1,31,0,08,01,03,02,05,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",1,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",02,WEATHER CONDITIONS,00,NOT CODED,00,NOT CODED,"02, 00, 00",14,77,01,26,RAN OFF ROADWAY,00,NOT CODED,"26, 00",00,00,00,00,01,0,0,0,0,1,0,1,1,N,N,Y,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.954516843,-82.437223823,358620.867,3092995.3205,O,,ARBM15Q1R2,1686452483000,
3330580,2022249093720,2022,249093720,FHP22ON0280222,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1654214400000,0341,05,FRIDAY,1000,0300,N,US 92,BETHLEHEM RD,0.009,W,28.0217099,-82.20358,28.0217154,-82.2038589,10030000,15.386,00567,SR 600,US 92,R,1,E,14,03,02,02,02,01,38,1613433600000,14,12.0,01,PAVED,5.0,03,LAWN,5.0,,,0.0,11.0,10000.0,RCI,11.9,,55.0,2,31,0,03,05,01,01,01,1,01,01,"TWO-WAY, NOT DIVIDED",,,01,NO CONTROLS,00,NOT CODED,"01, 00",2,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",37,77,01,02,OPERATED MV IN CARLESS OR NEGL,00,NOT CODED,"02, 00",00,00,00,00,01,1,0,0,0,1,0,1,1,N,N,Y,Y,N,"00, 02, 03, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.021712531,-82.203854851,381652.788016,3100191.753134,C,,ARBM15Q1R2,1686452483000,
3330616,2022249616790,2022,249616790,FHP22ON0274322,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1653868800000,2327,01,MONDAY,1000,0300,N,I 4,MILE MARKER #11,0.8,E,28.0130155,-82.2753048,28.0129891,-82.2754115,10190000,19.157,06226,SR 400,I 4,R,S,E,01,01,01,03,01,01,38,1590537600000,11,36.0,02,PAVED WARN,10.0,,,0.0,,,0.0,92.0,139000.0,RCI,14.8,0D12,70.0,1,31,0,01,04,03,02,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",33,77,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,2,N,N,Y,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,0,0,0,0.0,0,0.0,28.012969858,-82.275448802,374603.844315,3099294.703922,R,,ARBM15Q1R2,1686452483000,
3330630,2022249496860,2022,249496860,FHP22ON0236705,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1652140800000,2303,02,TUESDAY,1000,0300,N,SR 60,MARGE OWENS RD,0.027,E,27.9377199,-82.18922,27.9375268,-82.1894956,10110000,15.311,08033,SR 60,,L,2,W,23,03,01,01,01,01,33,1589932800000,14,24.0,01,PAVED,4.0,03,LAWN,12.0,,,0.0,40.0,33000.0,RCI,12.4,,60.0,5,31,2,01,05,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",4,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,01,77,OTHER CONTRIBUTING ACTION,77,OTHER CONTRIBUTING ACTION,"77, 77",00,00,00,00,01,0,1,0,0,2,0,2,2,N,N,N,N,N,"00, 00, 00, 00",N,N,Y,N,N,N,"00, 02, 00, 00",N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,0,0,0,0.0,0,0.0,27.937714825,-82.189490752,382974.339461,3090871.934734,L,,ARBM15Q1R2,1686452483000,
3330631,2022249497110,2022,249497110,FHP22ON0272425,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1653782400000,2140,07,SUNDAY,1000,0300,N,US 92,MARINA POINTE VILLAGE CT,0.002,W,28.0118475,-82.6105602,28.0118854,-82.6105906,10150000,2.774,04546,SR 580,,R,2,E,30,02,02,01,02,01,43,1613433600000,14,36.0,01,PAVED,4.0,06,CURB&GUTTER,2.0,,,0.0,24.0,47500.0,RCI,6.6,,50.0,3,31,0,01,04,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",05,TRAFFIC CONTROL SIGNAL,05,TRAFFIC CONTROL SIGNAL,"05, 05",6,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,04,01,11,RAN RED LIGHT,01,NO CONTRIBUTING ACTION,"11, 01",00,00,00,00,01,3,0,0,0,3,0,3,4,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,"00, 00, 00, 00",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,28.011879794,-82.610603027,341647.077737,3099563.834698,R,,ARBM15Q1R2,1686452483000,
3330640,2022249506030,2022,249506030,FHP22ON0242537,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1652486400000,0139,06,SATURDAY,1000,0300,N,I 275,7TH AVE E,0.189,W,27.957605,-82.4558895,27.9577725,-82.4556735,10190000,6.936,02674,SR 93,I 275,R,3,N,01,01,01,01,01,01,28,1589241600000,11,60.0,01,PAVED,9.0,,,0.0,,,0.0,64.0,211500.0,RCI,6.5,,50.0,3,31,1,01,04,01,01,01,3,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",9,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",14,01,15,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,3,0,0,0,2,0,2,3,N,N,N,N,Y,"00, 00, 00, 04",N,N,Y,N,N,Y,"00, 02, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.957845734,-82.455643872,356813.069218,3093385.594,R,,ARBM15Q1R2,1686452483000,
3330641,2022249506090,2022,249506090,FHP22ON0246146,1,FLORIDA HIGHWAY PATROL,07,10,HILLSBOROUGH,1652659200000,0100,01,MONDAY,1000,0300,N,I 75,MILE MARKER #251,0.038,N,27.8702744,-82.3475591,27.8651196,-82.34703,10075000,17.372,06185,SR 93A,I 75,M,M,S,01,01,15,04,01,01,39,1584489600000,11,48.0,02,PAVED WARN,8.0,05,VALLEY GUTR,4.0,,,0.0,88.0,162500.0,RCI,11.8,,70.0,1,31,0,01,05,01,01,01,1,04,04,"TWO-WAY, DIVIDED, POSITIVE MED",04,"TWO-WAY, DIVIDED, POSITIVE MED",01,NO CONTROLS,01,NO CONTROLS,"01, 01",8,01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",01,NONE,00,NOT CODED,00,NOT CODED,"01, 00, 00",28,77,01,02,OPERATED MV IN CARLESS OR NEGL,01,NO CONTRIBUTING ACTION,"02, 01",00,00,00,00,01,0,0,0,0,2,0,2,3,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,Y,"00, 00, 00, 04",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0.0,0,0.0,27.864624299,-82.347009858,367386.516429,3082934.929487,R,,ARBM15Q1R2,1686452483000,
